year,plot_id,planting_site,original_region,rep,row,column,directionheading,num_leaves_july2019,bolting_july2019,mortality_july2019,vigor_july2019,growth_stage_july2019,avgL_1_july2019,avgW_1_july2019,avgL_2_july2019,avgW_2_july2019,avgL_3_july2019,avgW_3_july2019,leafthickness1_july2019,leafthickness2_july2019,leafthickness3_july2019,PSLESEV_july2019,PSSTSEV_july2019,PSLERES_july2019,BLLEBLSEV_july2019,PHSTSEV_july2019,CVLESEV_july2019,herbdamage_1_july2019,herbpercjuly2019,MOCRLE_july2019,MOTTLE_july2019,bolting_sept2019,mortality_sept2019,vigor_sept2019,growth_stage_sept2019,PSLESEV_sept2019,PSLERES_sept2019,avg_PSLERES_sept2019,PSSTSEV_sept2019,BLLEBLSEV_sept2019,PHSTSEV_sept2019,CLVESEV_sept2019,DM_sept2019
2019,E4_SIL,e,e,5,23,3,W,5,0,0,4,1.3,18,5,20,5,20,5,0.764,0.815,0.799,0.1,0,2,0,0,0,4,10,NA,NA,0,0,6,1.5,30,3.444444444,3.375,0,0,0,0,0
2019,W1_SIL,e,w,5,23,4,W,5,0,0,4,1.4,13,6,20,6,19,6,0.55,0.582,0.508,0.01,0,2,0,0,0,2,10,NA,NA,0,0,7,1.6,0.5,2,2,0,0,0,0,0
2019,E1_SIL,e,e,5,23,6,W,6,0,0,5,1.5,22,5,22,7,18,5,0.648,0.612,0.591,0.1,0,2,0,0,0,4,10,NA,NA,1,0,5,1.5,25,3.777777778,3.75,30,0,0,0,0
2019,W4_SIL,e,w,5,24,2,E,4,0,0,3,1.3,15,5,13,4,18,5,0.679,0.658,0.694,0.01,0,2,0.01,0,0,2,10,NA,NA,0,0,5,1.4,0.05,0.888888889,1,0,0.02,0,0,0.2
2019,W3_SIL,e,w,5,24,3,E,4,0,0,3,1.3,13,5,18,6,19,6,0.635,0.59,0.58,0,0,0,0,0,0,2,20,NA,NA,0,1,5,1.4,0.1,2,2,0,0,0,0,0
2019,C3_SIL,e,c,5,25,1,W,4,0,0,3,1.4,14,5,17,4,21,6,0.673,0.65,0.683,0.01,0,2,0,0,0,5,10,NA,NA,0,0,6,1.5,1,2.444444444,2.5,0,0,0,0,0
2019,W2_SIL,e,w,5,25,4,W,5,0,0,4,1.4,16,5,18,5,20,5,0.765,0.712,0.655,0,0,0,0,0,0,7,20,NA,NA,0,0,6,1.5,0.5,1.666666667,1.625,0,0.01,0,0,0.02
2019,E2_SIL,e,e,5,25,6,W,5,0,1,5,1.5,19,6,21,5,16,6,0.735,0.724,0.777,0.01,0,2,0.01,0,0,5,10,NA,NA,0,1,6,1.6,10,3.125,3.142857,0,0,0,0,0
2019,C2_SIL,e,c,5,26,3,E,6,0,0,4,1.5,23,4,18,5,20,6,0.615,0.695,0.68,0.01,0,2,0,0,0,2,10,NA,NA,0,0,7,1.7,2,2.444444444,2.375,0,0,0,0,0
2019,E3_SIL,e,e,5,26,7,E,6,0,0,4,1.4,18,6,20,4,24,4,0.612,0.61,0.664,0.01,0,3,0,0,0,2,10,NA,NA,1,0,6,1.8,15,3,3.125,0,0,0,0,0
2019,C4_SIL,e,c,5,26,8,E,6,0,1,4,1.4,18,6,15,5,18,5,0.724,0.73,0.696,0.01,0,2,0,0,0,1,10,NA,NA,0,0,6,1.5,5,3,3.125,0,0,0,0,0
2019,C1_SIL,e,c,5,27,7,W,6,0,0,5,1.6,15,6,20,5,22,5,0.61,0.584,0.605,0.01,0,2,0,0,0,1,10,NA,NA,0,0,6,1.5,2,2.111111111,2.125,0,0,0,0,0
2019,C2_SIL,w,c,1,1,1,N,14,0,0,8,1.8,25,6,24,7,23,7,0.66,0.61,0.692,0,0,0,0,0,0,5,40,0,0,5,0,10,3.1,0.01,2,2,0,0,0,0,0
2019,E3_SIL,w,e,1,4,1,N,13,0,0,7,1.6,23,7,22,7,23,7,0.891,1.06,0.901,0,0,0,0,0,0,5,50,0,0,5,0,10,3.1,0.01,2,2,0,0,0,1,0
2019,W1_SIL,w,w,1,5,1,N,10,0,1,6,1.5,20,7,22,6,21,7,1.01,0.993,0.903,0,0,0,0,0,0,6,60,0,0,1,0,8,1.7,0.2,2,2,0,0,0,0,4
2019,W4_SIL,w,w,1,7,1,N,9,0,0,6,1.5,21,8,17,7,17,7,0.951,1.01,1.12,0,0,0,0,0,0,6,50,20,0,0,0,8,1.7,0.1,2,2,0,0,0,0,3
2019,W3_SIL,w,w,1,8,1,N,8,0,0,6,1.5,26,8,18,5,23,8,0.913,0.866,0.82,0,0,0,0,0,0,9,50,20,0,0,0,8,1.8,0.01,2,2,0,0,0,0,0.05
2019,W2_SIL,w,w,1,12,1,N,7,0,0,5,1.4,20,5,21,7,22,7,0.954,1.17,0.98,0,0,0,0,0,0,7,60,0,0,0,0,8,1.7,0.01,2,2,0,0.05,0,0,0.05
2019,C3_SIL,w,c,1,10,2,S,8,0,0,7,1.6,26,7,27,6,20,6,0.91,0.872,0.76,0,0,0,0,0,0,4,20,40,10,7,0,10,3.3,0.05,2,2,0,0,0,0,0.01
2019,E4_SIL,w,e,1,11,2,S,14,0,0,7,1.6,22,9,23,7,21,9,1.11,1.27,0.94,0,0,0,0,0,0,4,40,0,0,2,0,10,1.9,0.2,2,2,0,0,0,0.01,0.1
2019,C1_SIL,w,c,1,1,3,N,10,0,0,7,1.6,27,9,28,8,28,7,1.012,0.921,0.784,0,0,0,0,0,0,5,10,0,0,0,0,10,1.9,0.2,1,1,0,0,0,0,1
2019,C4_SIL,w,c,1,9,3,N,13,0,0,8,1.7,29,8,22,8,31,9,0.95,0.902,0.971,0,0,0,0,0,0,3,10,2,0,2,0,10,2.3,0.5,2,2,0.01,0,0,0,0
2019,E2_SIL,w,e,1,10,3,N,8,0,0,6,1.5,26,8,28,7,29,6,0.674,0.621,0.736,0,0,0,0,0,0,2,30,0,1,4,0,10,2.1,0.02,2,2,0.01,0,0,0.02,0
2019,E1_SIL,w,e,1,11,3,N,12,0,0,7,1.5,23,6,24,8,24,6,0.83,0.882,0.904,0,0,0,0,0,0,3,30,0,0,7,0,10,3.1,0,0,0,0,0,0,0.02,0.01
2019,E3_SIL,w,e,2,11,4,N,12,1,0,7,1.9,25,6,25,7,22,6,0.79,0.832,0.791,0,0,0,0,0,0,5,30,0,1,5,0,9,3.5,0.01,2,2,0,0,0,0.02,0.02
2019,W2_SIL,w,w,2,3,5,S,9,0,0,6,1.5,25,7,28,8,25,10,0.832,0.82,0.804,0,0,0,0,0,0,5,30,5,0,1,0,9,1.9,0.02,2,2,0,0.01,0,0,0
2019,E4_SIL,w,e,2,6,5,S,9,0,0,5,1.4,25,7,23,6,27,7,0.854,1.05,1.044,0,0,0,0,0,0,2,20,0,0,1,1,10,1.9,0.01,2,2,0,0,0,0.01,0.02
2019,C4_SIL,w,c,2,8,5,S,27,0,0,10,1.9,30,7,28,6,30,10,0.731,0.85,0.827,0,0,0,0,0,0,4,30,0,0,2,0,10,2,0.2,2,2,0,0,0,0,0
2019,W3_SIL,w,w,2,10,5,S,9,0,0,6,1.5,25,9,28,8,31,8,0.9,0.802,0.869,0,0,0,0,0,0,4,20,0,0,2,0,10,2.1,0.02,2,2,0,0,0,0,0.02
2019,C2_SIL,w,c,2,1,6,N,11,0,0,9,1.8,31,9,29,7,37,10,0.746,0.79,0.743,0,0,0,0,0,0,4,30,0,NA,5,0,10,3.1,0.02,2,2,0,0,0,0.02,0
2019,E1_SIL,w,e,2,2,6,N,15,2,0,8,2.1,22,6,22,7,24,5,0.864,0.92,0.942,0,0,0,0,0,0,1,30,0,0,6,0,10,3.7,0.01,2,2,0,0,0,0.1,0
2019,E2_SIL,w,e,2,5,6,N,12,0,0,7,1.6,22,9,22,7,21,8,0.9,0.761,0.772,0,0,0,0,0,0,2,10,10,2,4,0,9,2.5,0.01,2,2,0,0,0,0.2,0
2019,C3_SIL,w,c,2,6,6,N,12,2,0,7,2.1,26,7,27,6,24,9,0.988,0.98,0.93,0,0,0,0,0,0,4,20,5,0,9,0,10,3.9,0.01,2,2,0,0,0,0.1,0
2019,C1_SIL,w,c,2,7,6,N,10,0,0,6,1.4,22,8,22,7,23,6,1.087,1.025,0.941,0,0,0,0,0,0,8,40,0,0,0,0,10,1.8,0.2,2,2,0,0.2,0,0.01,0.01
2019,W4_SIL,w,w,2,9,6,N,11,0,0,6,1.5,23,7,21,7,26,8,0.73,0.886,0.838,0,0,0,2,0,0,7,40,5,0,1,0,8,1.8,0.01,2,2,0,0.5,0,0,0.2
2019,W1_SIL,w,w,2,10,6,N,8,0,0,5,1.4,17,5,18,7,23,7,0.772,0.896,0.84,0,0,0,0,0,0,5,50,0,0,0,0,9,0.8,0.02,2,2,0,0,0,0,0.1
2019,E3_SIL,w,e,3,4,7,N,12,0,0,7,1.7,30,8,26,6,22,6,0.777,0.744,0.782,0,0,0,0,0,0,5,30,5,0,4,0,10,2.3,0.05,2,2,0,0,0,0.1,0.01
2019,W4_SIL,w,w,3,7,7,N,12,0,0,7,1.6,20,7,18,6,22,7,0.72,0.84,0.617,0,0,0,0,0,0,6,40,20,0,2,1,9,1.9,0.1,2,2,3,0,0,0,0
2019,W2_SIL,w,w,3,9,7,N,8,0,0,6,1.5,23,7,20,7,23,7,0.902,0.96,0.915,0,0,0,0,0,0,6,30,0,0,1,1,10,1.9,0.02,2,2,0,0.05,0,0,0
2019,E4_SIL,w,e,3,12,7,N,11,0,0,7,1.5,19,7,21,7,21,6,0.773,0.78,0.873,0,0,0,1,0,0,4,30,0,0,3,0,10,1.9,0.02,2,2,0,0,0,0.05,0
2019,E1_SIL,w,e,3,3,8,S,18,2,0,9,2.1,31,8,29,6,24,8,0.788,0.812,0.722,0,0,0,0,0,0,4,20,0,0,6,0,10,2.9,0.02,2,2,0,0,0,0,0
2019,W1_SIL,w,w,3,5,8,S,11,0,0,7,1.6,19,7,22,7,24,7,0.95,0.963,0.92,0,0,0,0,0,0,3,10,5,0,1,0,7,1.7,0.2,2,2,0,0.02,0,0,0.05
2019,C4_SIL,w,c,3,7,8,S,21,1,0,10,1.9,29,5,34,10,33,9,0.67,0.653,0.704,0,0,0,0,0,0,6,30,10,0,4,0,10,2.5,0.2,2,2,0.02,0,0,0,0
2019,E2_SIL,w,e,3,10,8,S,17,0,0,8,1.6,25,6,27,6,25,6,0.682,0.777,0.688,0,0,0,0,0,0,2,10,0,0,6,0,10,2.9,0.05,2,2,0.01,0,0,0,0
2019,C3_SIL,w,c,3,2,9,N,13,2,0,9,2.1,22,5,23,6,27,7,0.89,0.855,0.762,0,0,0,0,0,0,4,10,0,0,5,0,10,2.5,0.01,2,2,0,0,0,0,0
2019,C1_SIL,w,c,3,3,9,N,10,0,0,7,1.6,24,6,23,4,24,9,0.913,0.935,0.93,0,0,0,0,0,0,5,30,10,0,1,0,10,1.9,0.2,2,2,0,0.02,0,0,0
2019,C2_SIL,w,c,3,7,9,N,8,0,0,8,1.8,36,12,28,9,32,10,0.688,0.67,0.765,0,0,0,0,0,0,6,20,5,0,4,0,10,3.1,1,2,2,0.01,0,0,0,0
2019,W3_SIL,w,w,3,10,9,N,8,0,0,6,1.5,25,7,22,8,21,8,0.713,0.74,0.761,0,0,0,5,0,0,7,30,40,0,3,0,6,2.3,0.02,2,2,0.05,0.5,0.2,0.1,0.1
2019,W4_SIL,w,w,4,1,10,N,10,0,0,7,1.6,23,8,20,7,20,6,0.705,0.756,0.72,0,0,0,1,0,0,9,40,10,0,2,0,7,1.7,0.05,2,2,0,0.01,0,0,0
2019,E3_SIL,w,e,4,2,11,S,16,1,0,9,1.9,27,7,33,7,29,9,0.745,0.668,0.643,0,0,0,0,0,0,4,10,0,0,7,0,10,3.3,0,0,0,0,0,0,0.1,0
2019,W2_SIL,w,w,4,4,11,S,8,0,0,5,1.3,21,7,21,5,20,5,0.899,0.925,0.835,0,0,0,2,0,0,2,10,10,0,0,0,5,1.5,0,0,0,0,1,0,0,0.1
2019,W3_SIL,w,w,4,5,11,S,8,0,0,7,1.6,26,7,18,7,23,7,0.815,0.96,0.715,0,0,0,5,0,0,7,20,10,0,2,0,5,1.5,1,2,2,0,2,0,0,0.05
2019,C4_SIL,w,c,4,7,11,S,18,2,0,9,2.2,30,8,27,7,30,9,0.7,0.77,0.81,0,0,0,1,0,0,8,30,0,0,5,0,10,3.7,1,2,2,0.01,0.01,0,0,0.05
2019,C3_SIL,w,c,4,9,11,S,10,1,0,8,1.9,24,8,22,6,26,5,0.83,0.83,0.828,0,0,0,0,0,0,6,30,30,0,8,0,10,2.7,0.01,2,2,0,0,0,0,0
2019,C2_SIL,w,c,4,11,11,S,9,0,0,7,1.4,25,5,26,6,22,6,0.715,0.725,0.735,0,0,0,0,0,0,3,30,0,0,3,0,9,1.9,0.05,2,2,0,0,0,0,0
2019,E4_SIL,w,e,4,2,12,N,10,0,0,8,1.8,28,9,25,6,27,8,0.722,0.75,0.725,0,0,0,0,0,0,4,30,0,0,1,0,10,1.9,0.5,2,2,0,0,0,0,0
2019,E1_SIL,w,e,4,3,12,N,11,0,0,7,1.6,25,9,24,6,18,7,0.783,0.815,0.83,0,0,0,0,0,0,6,10,5,0,5,0,10,2.1,0.01,2,2,0,0,0,0,0
2019,C1_SIL,w,c,4,4,12,N,10,0,1,7,1.6,29,7,24,8,27,7,0.967,0.982,0.992,0,0,0,1,0,0,5,20,5,0,0,1,7,1.7,0.02,2,2,0,2,0,0,0
2019,W1_SIL,w,w,4,6,12,N,9,0,0,7,1.6,22,6,25,8,22,6,0.83,0.782,0.732,0,0,0,0,0,0,7,50,40,0,1,0,5,1.5,1,2,2,0,1,0,0,0.5
2019,E2_SIL,w,e,4,7,12,N,15,2,0,8,2.1,25,7,23,6,30,10,0.711,0.725,0.685,0,0,0,0,0,0,5,20,0,2,6,0,10,2.3,0.05,2,2,0,0,0,0,0
2019,W1_SIL,w,w,5,1,13,N,8,0,0,6,1.6,20,8,25,7,22,7,0.842,0.84,0.815,0,0,0,0,0,0,8,40,10,0,0,0,9,1.9,0.02,2,2,0,0,0,0,0.01
2019,C4_SIL,w,c,5,2,13,N,21,0,0,9,1.9,26,8,26,9,27,8,0.735,0.78,0.665,0,0,0,1,0,0,5,10,0,0,3,0,10,2.1,0.1,2,2,0,0,0,0,0
2019,W3_SIL,w,w,5,6,13,N,10,0,1,6,1.5,27,8,24,7,24,7,0.731,0.713,0.735,0,0,0,0,0,0,7,30,5,0,0,0,7,1.5,0.1,2,2,0,0,0,0,0
2019,C3_SIL,w,c,5,9,13,N,17,0,0,9,1.8,24,7,24,6,25,8,0.69,0.706,0.61,0,0,0,0,0,0,2,10,10,0,7,0,10,2.5,0.1,2,2,0,0,0,0.2,0
2019,C2_SIL,w,c,5,11,13,N,12,2,0,9,2.1,24,9,33,7,26,6,0.825,0.8,0.869,0,0,0,0,0,0,6,20,5,0,4,0,10,3.1,1,2,2,0,0,0,0,0
2019,E4_SIL,w,e,5,12,13,N,17,2,1,7,1.8,23,6,28,7,27,6,0.983,0.86,0.831,0,0,0,0,0,0,4,20,0,2,3,0,7,2,0,0,0,0,0,0,1,0
2019,E2_SIL,w,e,5,8,14,S,17,3,0,8,2.3,25,6,22,6,27,7,0.803,0.888,0.776,0,0,0,0,0,0,9,50,0,0,5,0,10,2.7,0.02,2,2,0,0,0,0.05,0
2019,C1_SIL,w,c,5,10,14,S,11,0,0,7,1.5,24,8,27,7,22,7,0.722,0.764,0.813,0,0,0,0,0,0,6,30,0,0,0,2,9,1.9,0.5,2,2,0,0,0,0,0
2019,W4_SIL,w,w,5,12,14,S,10,0,0,5,1.3,27,8,27,8,26,8,0.982,1,0.881,0,0,0,0,0,0,4,10,0,0,1,0,7,1.8,0.01,2,2,0,0,0,0,0
2019,E3_SIL,w,e,5,2,15,N,13,0,0,6,1.5,22,5,25,7,20,6,0.76,0.734,0.881,0,0,0,0,0,0,7,40,0,0,3,0,10,1.9,0,0,0,0,0,0,0,0
2019,E1_SIL,w,e,5,7,15,N,14,3,0,9,2.3,24,7,24,5,28,8,0.716,0.645,0.734,0,0,0,0,0,0,5,20,0,0,7,0,10,3.7,0,0,0,0,0,0,0,0
2019,W2_SIL,w,w,5,12,15,N,5,0,1,3,1.3,5,3,8,5,6,3,0.705,0.692,0.71,0,0,0,0,0,0,4,50,0,0,0,0,5,1.5,0.02,2,2,0,0,0,0,0
